author id,date,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,target
848154056333770752,2022-01-27,2022-01-27T07:28:48.000Z,,1486602071239323648,in,0,0,0,0,Twitter for Android,Tolak UU IKN karena berpotensi merusak lingkungan dan tidak ada manfaat bagi masyarakat. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1409742208530407436,2022-01-27,2022-01-27T07:29:02.000Z,,1486602131855396869,in,4,0,0,4,Twitter for Android,Rakyat sengsara dengan UU IKN &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #v9uq,0
1484685836776255494,2022-01-27,2022-01-27T07:29:03.000Z,,1486602137282904064,in,0,0,0,0,Twitter Web App,Rakyat sengsara dengan UU IKN &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,0
1486597032429064196,2022-01-27,2022-01-27T07:29:05.000Z,,1486602145038094338,in,0,0,0,0,Twitter Web App,Kepindahan IKN Bukan Demi Rakyat Tapi Demi Oligarki https://t.co/kEAlK4TgA5 &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #ma3r,0
1185336539020066816,2022-01-27,2022-01-27T07:29:06.000Z,,1486602149324726273,in,0,0,0,0,Twitter Web App,Daripada memindahkan ibu kota negara lebih baik mengupayakan kesejahteraan masyarakat luas. !! #AyoTolakUUIKN !! Tolak UU IKN,0
1408174499892056067,2022-01-27,2022-01-27T07:29:06.000Z,,1486602149681254402,in,0,0,0,0,Twitter Web App,"Proyek IKN menelan 466T yang sebagian besar dananya dari PEN (Pemulihan Ekonomi Nasional), trus buat rakyat apa ? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;",0
848154056333770752,2022-01-27,2022-01-27T07:29:08.000Z,,1486602154857041920,in,0,0,0,0,Twitter for Android,IKN jalan utk memperpanjang dan menyempurnakan penjajahan secara kaffah. &gt;&gt; #UUIKNMendzalimiRakyat &gt;&gt; IKN Proyek Oligarki,0
1462424126845382661,2022-01-27,2022-01-27T07:29:08.000Z,,1486602157746913282,in,1,0,0,0,Twitter Web App,Daripada memindahkan ibu kota negara lebih baik mengupayakan kesejahteraan masyarakat luas. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #aykz,0
885283526458826752,2022-01-27,2022-01-27T07:29:13.000Z,,1486602177166512130,in,0,0,0,0,Twitter Web App,"Bukan hanya rugi,tapi rakyat akan di jadikan sapi perah di negeri sendiri. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;",0
1107108245376647168,2022-01-27,2022-01-27T07:29:14.000Z,,1486602180849070082,in,0,0,0,0,Twitter for Android,"Proyek IKN berpotensi besar membebani APBN dalam waktu lama, yang dirugikan lagi2 rakyat. Maka harus di tolak &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;",0
1482541174263271428,2022-01-27,2022-01-27T07:29:17.000Z,,1486602192849039363,in,0,0,0,0,Twitter for Android,Lu waras mau pindah ibu kota? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt; https://t.co/a5bC8L6Bn1,0
1223584568885669888,2022-01-27,2022-01-27T07:29:19.000Z,,1486602202911162372,in,0,0,0,0,Twitter Web App,UU IKN mengancam kelestarian flora fauna Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #unng,0
1464431753259626498,2022-01-27,2022-01-27T07:29:19.000Z,,1486602204132016130,in,0,0,0,0,Twitter for Android,UU IKN adalah produk para kapitalis yang serakah. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
848154056333770752,2022-01-27,2022-01-27T07:29:22.000Z,,1486602217234731009,in,0,0,0,0,Twitter for Android,UU IKN adalah jalan mulus melegalkan kehancuran ekologi ekosistem Kalimantan Timur. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1416218273041960963,2022-01-27,2022-01-27T07:29:25.000Z,,1486602228299300867,in,0,0,0,0,Twitter for Android,"UU IKN hanya utk golongan tertentu saja

#UUIKNMendzalimiRakyat  #StopKebijakanDzalim",0
1450712427356569600,2022-01-27,2022-01-27T07:29:26.000Z,,1486602229947645953,in,0,0,0,1,Twitter for Android,"Beban biaya menggunakan apbn, yang ujung-ujungnya adalah menambah beban rakyat. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;",0
1484685836776255494,2022-01-27,2022-01-27T07:29:28.000Z,,1486602238705344513,in,0,0,0,0,Twitter Web App,Oligarki berbahaya bagi semua makhluk hidup &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #q092,0
1107108245376647168,2022-01-27,2022-01-27T07:29:28.000Z,,1486602240907309058,in,0,0,0,0,Twitter for Android,Katanya demokratis tapi pendapat rakyat kok dikesampingkan? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1384006726152720393,2022-01-27,2022-01-27T07:29:28.000Z,,1486602242400550912,in,1,0,0,0,Twitter Web App,"#AyoTolakUUIKN 

UU IKN menambah deretan kebijakan pemerintah yang diputuskan secara serampangan dan dipaksakan. #UUIKNMeresahkan",0
1115622552682950658,2022-01-27,2022-01-27T07:29:34.000Z,,1486602264319959040,in,0,0,0,0,Twitter Web App,"Omong kosong keadilan bagi seluruh rakyat, yang ada keadilan bagi oligarki doang. !! #AyoTolakUUIKN !! Tolak UU IKN",0
1185336539020066816,2022-01-27,2022-01-27T07:29:36.000Z,,1486602272964440066,in,0,0,0,0,Twitter Web App,Proyek oligarki IKN adalah wujud nyata kedzaliman sistem kapitalisme &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #9olp,0
1116727728131035136,2022-01-27,2022-01-27T07:29:43.000Z,,1486602305218641920,in,0,0,0,0,Twitter Web App,UU IKN ini tak bisa ditolerir lagi. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,0
1312521052400971777,2022-01-27,2022-01-27T07:29:53.000Z,,1486602346389929986,in,0,0,0,0,Twitter Web App,Oligarki pemilik modal dan bonekanya pasti untung. Rakyat yg bayar pasti buntung bin sengsara. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1185336539020066816,2022-01-27,2022-01-27T07:29:54.000Z,,1486602347878883328,in,0,0,0,0,Twitter Web App,"Rakyat jelata berjuang mati Matian untuk menyambung hidup, pemerintah kok malah makin meningkatkan hutang negara? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;",0
1223584568885669888,2022-01-27,2022-01-27T07:29:58.000Z,,1486602366514200576,in,0,0,0,0,Twitter Web App,Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1394221478669787136,2022-01-27,2022-01-27T07:29:59.000Z,,1486602369441824770,in,0,0,0,0,Twitter for Android,Proyek IKN mengancam keutuhan ekologi dan lingkungan Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #lofg,0
2834753299,2022-01-27,2022-01-27T07:30:03.000Z,,1486602388576382982,in,0,0,0,0,Twitter Web App,IKN jalan utk memperpanjang dan menyempurnakan penjajahan secara kaffah. --&gt;#UUIKNMendzalimiRakyat &lt;-- #yudv,0
1462424126845382661,2022-01-27,2022-01-27T07:30:07.000Z,,1486602402446807040,in,1,0,0,0,Twitter Web App,Bagaimana pemerintah bisa menjamin hak masyarakat asli dan penduduk yang terdampak proyek IKN. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1484685836776255494,2022-01-27,2022-01-27T07:30:13.000Z,,1486602430221459456,in,1,0,0,0,Twitter Web App,Pemindahan ibu kota seakan-akan dipaksakan. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1107108245376647168,2022-01-27,2022-01-27T07:30:16.000Z,,1486602440916934661,in,0,0,0,0,Twitter for Android,UU IKN seolah-olah menjadi peraturan yang dipaksakan pengesahannya. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #593d,0
1312521052400971777,2022-01-27,2022-01-27T07:30:18.000Z,,1486602451469803521,in,0,0,0,0,Twitter Web App,"Pengusaha untung menggunung, Rakyat Buntung !! #AyoTolakUUIKN !! Tolak UU IKN",0
1408174499892056067,2022-01-27,2022-01-27T07:30:22.000Z,,1486602465185128452,in,1,0,0,1,Twitter Web App,"Pemindahan ibu kota negara adalah proyek oligarki, wajib ditolak oleh semua rakyat &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;",0
1115622552682950658,2022-01-27,2022-01-27T07:30:25.000Z,,1486602479051567106,in,0,0,0,0,Twitter Web App,Semoga proyek memubazirkan uang rakyat ini segera dihentikan secepatnya. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1462424126845382661,2022-01-27,2022-01-27T07:30:29.000Z,,1486602496441143298,in,1,0,0,0,Twitter Web App,"IKN menguntungkan oligarki tapi membingungkan rakyat banyak &gt;&gt; #AyoTolakUUIKN &lt;&lt; 

#10sk",0
1380129774920593421,2022-01-27,2022-01-27T07:30:30.000Z,,1486602498987028481,in,0,0,0,0,Twitter for Android,UU IKN yang telah disahkan oleh pemerintah harus dikoreksi dan ditolak. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1331825823356125185,2022-01-27,2022-01-27T07:30:34.000Z,,1486602516519211008,in,0,0,0,0,Twitter for Android,"Kami rakyat serdang bedagai tolak IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; 

#8kxm",0
1426406745610481666,2022-01-27,2022-01-27T07:30:34.000Z,,1486602518566031366,in,0,0,0,0,Twitter for Android,Meski ribuan masyarakat resah proyek IKN tetap berlangsung. --&gt; #AyoTolakUUIKN &lt;--  #jn6p,0
1099493032645165056,2022-01-27,2022-01-27T07:30:38.000Z,,1486602535020294147,in,0,0,0,0,Twitter for Android,Anggaran gede manfa'at minim &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #29rc,0
848154056333770752,2022-01-27,2022-01-27T07:30:42.000Z,,1486602551323594756,in,0,0,0,0,Twitter for Android,"Rakyat patut waspada, ada kapitalis kapitalis rakus dibalik pindah nya ibu kota &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;",0
1099493032645165056,2022-01-27,2022-01-27T07:30:49.000Z,,1486602580989923330,in,0,0,0,0,Twitter for Android,UU IKN mengancam kelestarian flora fauna Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1380129774920593421,2022-01-27,2022-01-27T07:30:50.000Z,,1486602584320319494,in,0,0,0,0,Twitter for Android,Proyek IKN yang ratusan trilyun akan menambah beban rakyat dengan hutang yang sudah ribuan trilyun &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1486597032429064196,2022-01-27,2022-01-27T07:30:50.000Z,,1486602584605429761,in,0,0,0,0,Twitter Web App,Blm selesai membebani rakyat? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN #swkj,0
2834753299,2022-01-27,2022-01-27T07:30:51.000Z,,1486602586543177736,in,0,0,0,0,Twitter Web App,"#UUIKNMendzalimiRakyat 

Yang diharapkan oleh rakyat adalah kesejahteraan dan kemakmuran bukan pemindahan ibu kota. IKN Proyek Oligarki",0
1107108245376647168,2022-01-27,2022-01-27T07:30:54.000Z,,1486602600761860096,in,0,0,0,0,Twitter for Android,Sebenarnya ibukota baru ini buat siapa sih? &gt;&gt; #AyoTolakUUIKN &gt;&gt; Tolak UU IKN,0
1297799250928009216,2022-01-27,2022-01-27T07:30:54.000Z,,1486602601575555078,in,0,0,0,0,Twitter for Android,Semua orang juga tahu kalau proyek ini adalah proyek bodong yang justru akan membuat rakyat celaka dan menderita. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1468405458851733505,2022-01-27,2022-01-27T07:31:00.000Z,,1486602627819327493,in,0,0,0,0,Twitter for Android,"Proyek IKN memang menggiurkan tapi tidak untuk rakyat#AyoTolakUUIKN
#StopKebijakanDzalim
#UUIKNMendzalimiRakyat
#UUIKNMeresahkan
#IKNProyekOligarki
#TolakUUIKN",0
1312521052400971777,2022-01-27,2022-01-27T07:31:03.000Z,,1486602640620355585,in,0,0,0,0,Twitter Web App,"Proyek IKN hanya menguntungkan Oligarki, tanpa memikirkan beban hidup masyarakat yang kian sekarat. --&gt; #AyoTolakUUIKN",0
1380129774920593421,2022-01-27,2022-01-27T07:31:06.000Z,,1486602650145615874,in,0,0,0,0,Twitter for Android,"Sudah banyak ahli menyampaikan ketidak layakan tempat ibu kota baru tapi tidak dihiraukan, ini semua karena hegemoni kapitalis untuk proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;",0
1099493032645165056,2022-01-27,2022-01-27T07:31:11.000Z,,1486602673633705985,in,0,0,0,0,Twitter for Android,"#UUIKNMendzalimiRakyat 

Rakyat akan semakin diperas lewat pajak yang akan membiayai proyek IKN #StopKebijakanDzalim",0
2834753299,2022-01-27,2022-01-27T07:31:15.000Z,,1486602690465452042,in,0,0,0,0,Twitter Web App,Undang-Undang IKN terlalu cepat diputuskan tanpa adanya partisipasi publik --&gt; #UUIKNMendzalimiRakyat &lt;--  #g3ko,0
1462424126845382661,2022-01-27,2022-01-27T07:31:21.000Z,,1486602715815833600,in,1,0,0,0,Twitter Web App,Mustahil jika Pemindahan Ibu Kota ini tidak dijadikan proyek yang menguntungkan para oligarki. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1450712427356569600,2022-01-27,2022-01-27T07:31:30.000Z,,1486602750523691009,in,0,0,0,1,Twitter for Android,Proyek IKN wujud nyata cengkeraman pemilik modal atas penguasa. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1380129774920593421,2022-01-27,2022-01-27T07:31:31.000Z,,1486602756446056450,in,0,0,0,0,Twitter for Android,UU IKN unfaedah. malah akan menjadi kanker yang akan menggerogoti negeri ini dengan berbagai permasalahan turunan dari realisasi proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1459767351465836550,2022-01-27,2022-01-27T07:31:31.000Z,,1486602757331030019,in,0,0,0,0,Twitter Web App,trus kalau gagal bayar utang IKN gmn? &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #zv7e,0
1392979171563827201,2022-01-27,2022-01-27T07:31:32.000Z,,1486602759411359746,in,2,0,0,0,Twitter for Android,"IKN jalan utk memperpanjang dan menyempurnakan penjajahan secara kaffah. &gt;&gt; #UUIKNMendzalimiRakyat 
&lt;&lt; #StopKebijakanDzalim &gt;&gt;",0
1115792668548689920,2022-01-27,2022-01-27T07:31:37.000Z,,1486602781242707972,in,0,0,0,0,Twitter for Android,UU IKN unfaedah. malah akan menjadi kanker yang akan menggerogoti negeri ini dengan berbagai permasalahan turunan dari realisasi proyek IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1469065025314721794,2022-01-27,2022-01-27T07:31:38.000Z,,1486602784984088576,in,0,0,0,0,Twitter Web App,trus kalau gagal bayar utang IKN gmn? &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #zv7e,0
1486597032429064196,2022-01-27,2022-01-27T07:31:45.000Z,,1486602813215891456,in,0,0,0,0,Twitter Web App,UU IKN disahkan tanpa persetujuan rakyat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1450712427356569600,2022-01-27,2022-01-27T07:31:47.000Z,,1486602822942543875,in,0,0,0,1,Twitter for Android,"UU IKN hanya utk golongan tertentu saja

#UUIKNMendzalimiRakyat
IKN Proyek Oligarki",0
1099281629007073280,2022-01-27,2022-01-27T07:31:51.000Z,,1486602840986456067,in,0,0,0,0,Twitter for Android,Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &gt;&gt; IKN Proyek Oligarki,0
1392979171563827201,2022-01-27,2022-01-27T07:31:53.000Z,,1486602850473963528,in,1,0,0,0,Twitter for Android,Kami rakyat serdang bedagai tolak IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1107108245376647168,2022-01-27,2022-01-27T07:31:55.000Z,,1486602855372845058,in,0,0,0,0,Twitter for Android,"Rakyat jelata berjuang mati Matian untuk menyambung hidup, pemerintah kok malah makin meningkatkan hutang negara? &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;",0
1296674301496573955,2022-01-27,2022-01-27T07:31:58.000Z,,1486602868840751104,in,0,0,0,0,Twitter for Android,"Tidak habis pikir, meski penolakan² &amp; berbagai pandangan dilontarkan tentang dampak buruk dari pindahnya IKN, namun pemerintah tetep kekeh untuk segera merealisasikannya, ono opo toh???
#AyoTolakUUIKN
#UUIKNMendzalimiRakyat",0
1384006726152720393,2022-01-27,2022-01-27T07:32:04.000Z,,1486602892635111424,in,1,0,0,0,Twitter Web App,"Ya Allah, jadikanlah kaum muslimin menjadi sadar akan syariah Mu, hingga mereka menjadi ghirah untuk perjuangan ini.  #AyoTolakUUIKN #UUIKNMeresahkan Tolak UU IKN #qoaj",0
759692754985242625,2022-01-27,2022-01-27T07:32:05.000Z,,1486602897898934272,in,1,0,2,1,dlvr.it,"Bahlil menyebut kementeriannya menjadi garda terdepan ihwal investasi untuk pembangunan ibu kota baru. Sebab, semua modal terutama dari asing, masuk lewat kementeriannya. https://t.co/jaZAbKRWB4",1
4673458508,2022-01-27,2022-01-27T07:32:10.000Z,,1486602918707052550,in,0,0,0,0,WordPress.com,"Kawal Proses Pemindahan Ibu Kota Negara ke Kaltim, MPR Susun TAP MPR https://t.co/26f4Lw0JTp",1
1115792668548689920,2022-01-27,2022-01-27T07:32:10.000Z,,1486602919260524546,in,2,0,0,2,Twitter for Android,IKN hanya menguntungkan para kaum kapitalis &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1107108245376647168,2022-01-27,2022-01-27T07:32:10.000Z,,1486602921760358402,in,0,0,0,0,Twitter for Android,Semua rakyat harus sadar dan menolak UU IKN ini. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,0
1380129774920593421,2022-01-27,2022-01-27T07:32:12.000Z,,1486602927800082432,in,0,0,0,0,Twitter for Android,Proyek IKN mengancam keutuhan ekologi dan lingkungan Kalimantan. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #vz4z,0
1459767351465836550,2022-01-27,2022-01-27T07:32:14.000Z,,1486602937614823431,in,0,0,0,0,Twitter Web App,UU IKN disinyalir sebagai wujud pemutihan dosa-dosa korporasi di Kalimantan Timur. --&gt; #UUIKNMendzalimiRakyat,0
1116727728131035136,2022-01-27,2022-01-27T07:32:20.000Z,,1486602961815891971,in,0,0,0,0,Twitter Web App,Tolak pindah nya ibu kota Dukung diterapkanya penerapan syariah di ibukota yang ada !! #AyoTolakUUIKN !! Tolak UU IKN,0
1107108245376647168,2022-01-27,2022-01-27T07:32:21.000Z,,1486602966480015362,in,0,0,0,0,Twitter for Android,"Beginilah wujud nyata pemimpin yang dihasilkan oleh sistem demokrasi.

#AyoTolakUUIKN
Tolak UU IKN",0
741989991211880448,2022-01-27,2022-01-27T07:32:28.000Z,,1486602995773030402,in,2,0,0,1,Twitter Web App,IKN proyek ugal-ugalan para elit politik &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1459767351465836550,2022-01-27,2022-01-27T07:32:31.000Z,,1486603006833426439,in,0,0,0,0,Twitter Web App,UU IKN = Ugal-Ugalan IKN &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim &gt;&gt;,0
1382187010115264517,2022-01-27,2022-01-27T07:32:35.000Z,,1486603026152321025,in,0,0,0,0,Twitter for Android,"Masih banyak yg perlu dibenahi, rakyat masih banyak yg menderita, pindah IKN buru2 pakai APBN atau Hutang, tetap saja ujungnya Rakyat yang menderita. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #entj",0
1408174499892056067,2022-01-27,2022-01-27T07:32:36.000Z,,1486603029088378880,in,9,0,0,4,Twitter Web App,Sebenarnya mereka digaji untuk apa? para elit politik gajinya dari mana? yuuk tolak rame-rame pemindahan ibukota... !! #AyoTolakUUIKN !! Tolak UU IKN,0
1115792668548689920,2022-01-27,2022-01-27T07:32:43.000Z,,1486603059274784771,in,0,0,1,2,Twitter for Android,"Rakyat butuh kesejahteraan, bukan ibu kota baru &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;",0
1459767351465836550,2022-01-27,2022-01-27T07:32:46.000Z,,1486603072335798275,in,0,0,0,0,Twitter Web App,Keperadaan Idelogi Kapitalisme menjadi dalang dari lahirnya kebijakan IKN. Para kapitalis meraup untung dalam proyek ini tanpa mempertimbangkan kesejahteran rakyat. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki #f0i0,0
2834753299,2022-01-27,2022-01-27T07:32:53.000Z,,1486603101825994752,in,0,0,1,2,Twitter Web App,Jangan sampai ibu kota baru jadi ibu tiri yang kerjanya menyengsarakan rakyat dengan hutang APBN yang semakin menggunung. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; IKN Proyek Oligarki &gt;&gt;,0
1380129774920593421,2022-01-27,2022-01-27T07:32:55.000Z,,1486603106792001537,in,2,0,1,3,Twitter for Android,Rakyat akan semakin tercekik dengan pajak dan utang yang dibebankan utk proyek IKN. &gt;&gt; #UUIKNMendzalimiRakyat &lt;&lt; #StopKebijakanDzalim #afam,0
1482541174263271428,2022-01-27,2022-01-27T07:32:59.000Z,,1486603124793958404,in,0,0,0,0,Twitter for Android,UU IKN disahkan tanpa persetujuan rakyat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt; https://t.co/7qO1CmG8o9,0
1107108245376647168,2022-01-27,2022-01-27T07:33:01.000Z,,1486603131731415040,in,0,0,0,0,Twitter for Android,"#AyoTolakUUIKN 

Dana pindah ibu kota lebih baik dialokasikan untuk mengembalikan aset negara yang terjual. #UUIKNMeresahkan",0
1380281219334643712,2022-01-27,2022-01-27T07:33:03.000Z,,1486603143525715969,in,0,0,0,0,Twitter for Android,Pemindahan ibu kota hanya akan menjadi beban anggaran belanja negara &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan &gt;&gt;,0
1107108245376647168,2022-01-27,2022-01-27T07:33:12.000Z,,1486603180372676610,in,0,0,0,0,Twitter for Android,Proyek oligarki IKN adalah wujud nyata kedzaliman sistem kapitalisme &gt;&gt; #AyoTolakUUIKN &lt;&lt; Tolak UU IKN &gt;&gt;,0
1412935581902934017,2022-01-27,2022-01-27T07:33:16.000Z,,1486603196965404674,in,0,0,0,0,Twitter for Android,"Selaku warga yang baik kami wenolak perpindahan ibu kota baru, kenapa tidak di benahi saja ibu kota negara yang ada &gt;&gt; #AyoTolakUUIKN &lt;&lt; 

#hm55",0
1462424126845382661,2022-01-27,2022-01-27T07:33:16.000Z,,1486603198026575872,in,1,0,0,0,Twitter Web App,"Proyek IKN hanya menguntungkan Oligarki, tanpa memikirkan beban hidup masyarakat yang kian sekarat. &gt;&gt; #AyoTolakUUIKN &lt;&lt; #UUIKNMeresahkan #dpv8",0
